tweet,label
"['bean', 'stand', 'final', 'well', 'get', 'jeter', 'run', 'cool', 'nyc', 'hit', 'bat', 'home', 'yankees']",0
"['later', 'stand', 'guy', 'relationship', 'go', 'hoe', 'talk', 'smh', 'amp', 'day', 'female']",1
"['eat', 'graham', 'stop', 'cracker']",0
"['coon', 'amp', 'mean']",1
"['brazil', 'tell', 'impressive', 'mexico', 'today', 'trash']",0
"['shit', 'ion', 'bitch', 'care', 'cuz', 'tell']",1
"['got', 'watch', 'bitch', 'trust', 'face']",1
"['trust', 'bitch', 'niggas']",1
"['dude', 'trust', 'hoe', 'mean']",1
"['fact', 'wife', 'hoe', 'house', 'turn']",1
"['half', 'till', 'appetite', 'eat', 'sandwich', 'lettuce', 'ghetto', 'wait']",0
"['wait', 'bitch', 'till']",1
"['wait', 'bitch', 'payment']",1
"['wait', 'dutchess', 'bitch']",1
"['worried', 'bout', 'worry', 'bitch']",1
"['like', 'bitch', 'cancel', 'ninooo']",1
"['cut', 'tch', 'cancel', 'hoe']",1
"['pray', 'hoe', 'people', 'cancer']",1
"['fat', 'bitch', 'elbow', 'handle']",1
"['wit', 'deze', 'niggas', 'bitch', 'game', 'play']",1
"['niggas', 'viagra', 'wanna', 'bitch', 'pop', 'young', 'wait']",1
"['got', 'bigga', 'cept', 'cant', 'get', 'white', 'colored', 'dick', 'folk', 'man']",1
"['nlcs', 'base', 'sfvsstl', 'bird', 'cardinal', '1st', 'lead', 'score', '3rd']",0
"['ass', 'fuck', 'shit', 'nose', 'carl', 'try', 'eat', 'big', 'pussy']",1
"['lenny', 'bitch', 'go', 'george', 'carol']",1
"['bitch', 'carrah']",1
"['fuck', 'ass', 'start', 'shit', 'bitch', 'try', 'carter', 'shut', 'need', 'fucking']",1
"['matthews', 'casey', 'trash', 'big']",0
"['catch', 'bitch', 'tonight', 'nolinenowait', 'fuckin', 'meetmethere']",1
"['catch', 'slap', 'night', 'bitch', 'episode', 'vampire', 'diary', 'tomorrow']",1
"['jet', 'hoe', 'catch']",1
"['bitty', 'catch', 'bitch', 'lingo', 'itty']",1
"['cause', 'bitch', 'hunt', 'little', 'trophy']",1
"['cause', 'bitch', 'joke', 'nighha', 'play', 'type', 'little']",1
"['do', 'college', 'cause', 'lsu', 'shit', 'early', 'playoff', 'rank', 'trash']",1
"['eat', 'cause', 'bitch', 'pussy']",1
"['cause', 'entirely', 'hoe', 'know', 'play']",1
"['cavs', 'trash']",0
"['like', 'anyways', 'shit', 'get', 'cay', 'okay', 'dem', 'bitch', 'new', 'light', 'school', 'amp', 'girlz', 'clicc']",1
"['thot', 'cay', 'arrest', 'say', 'bitch', 'walk', 'hate', 'house', 'omg']",1
"['national', 'ceasefire', 'israel', 'try', 'long', 'let', 'cry', 'attack', 'pop', 'medium', 'head', 'towel']",1
"['hatin', 'celebratin', 'bitch']",1
"['tooth', 'shit', 'wrong', 'toothpaste', 'white', 'far', 'need', 'mean', 'yellow', 'celebrity']",1
"['say', 'white', 'celtic', 'mean', 'trash']",1
"['king', 'earth', 'chaber', 'nimrod', 'book', 'cushite', 'bragadayjah']",0
"['bird', 'eat', 'chaber', 'certain', 'book', 'restriction', 'insect', 'bragadayjah']",0
"['jordan', 'bitch', 'chad']",1
"['chance', 'trash']",0
"['chance', 'nicca', 'champion', 'stop']",1
"['chance', 'nicca', 'champion', 'stop']",1
"['bitch', 'change', 'game']",1
"['saut', 'artichoke', 'spinach', 'broil', 'char', 'cod', 'love', 'yellow', 'heart', 'rice']",0
"['cock', 'color', 'charlene', 'crave']",1
"['charles', 'tillmans', 'yellow', 'corn', 'eye']",0
"['ass', 'charles', 'time', 'poor', 'pic', 'know', 'lol', 'domino', 'trash', 'eatin']",1
"['mass', 'charlie', 'baker', 'dog', 'state', 'gov', 'newspaper', 'lib', 'support']",0
"['charlie', 'good', 'look', 'baltimore']",0
"['charlie', 'yung', 'clips', 'ill', 'review']",0
"['charlie', 'crist', 'recount', 'sayfie', 'rumor', 'demand']",0
"['charlie', 'crist', 'minimum', 'job', 'conservative', 'raise', 'lose', 'wage', 'worth', 'florida', 'byte']",0
"['rick', 'charlie', 'crist', 'scott', 'run', 'scumbag', 'political', 'interesting', 'positive']",0
"['charlie', 'report', 'crist', 'claim', 'line', 'long', 'poll', 'open', 'light', 'medium', 'ask', 'turnout', 'broward']",0
"['charlie', 'crist', 'democratic', 'florida', 'win', 'governor', 'primary', 'project', 'race']",0
"['president', 'charlie', 'democracy', 'vilify', 'crist', 'shake', 'country', 'hand', 'hated', 'redicule', 'outlaw']",0
"['charlie', 'evil', 'go', 'satanic', 'daniels']",0
"['charlie', 'well', 'job', 'mnf', 'daniels']",0
"['charlie', 'whydidigoogle', 'furbush']",0
"['charlie', 'diamond', 'ice', 'confused', 'get', 'bucket', 'instead', 'challenge', 'jacobs', 'head', 'dump']",0
"['indycar', 'charlie', 'mavtv500', 'kimball']",0
"['charlie', 'mountain', 'music', 'fest', 'parr']",0
"['charlie', 'democrats', 'truth', 'bam', 'slavery', 'revolt', 'vote', 'believe', 'republicans', 'card', 'rangel', 'race']",0
"['charlie', 'sheen']",0
"['disappoint', 'charlie', 'sheen']",0
"['charlie', 'half', 'return', 'sheen', 'want', 'man']",0
"['president', 'charlie', 'message', 'sheen', 'video', 'obama']",0
"['charlie', 'love', 'dog']",0
"['heat', 'charlie', 'constantly', 'ron', 'entire', 'career']",0
"['charlie', 'bite']",0
"['charlie', 'ass', 'ouch', 'horses', 'suck']",1
"['fool', 'charlie', 'scandal', 'hatin']",1
"['charlie', 'adorable']",0
"['charlie', 'like', 'look']",0
"['charlie', 'somebody', 'team', 'get', 'fukin', 'kick', 'austin', 'week']",1
"['bae', 'charlie', 'xcx']",0
"['truth', 'get', 'chase', 'hoe', 'state', 'crazy']",1
"['fall', 'blessing', 'chase', 'lap', 'sin', 'pussy']",1
"['nigga', 'chase', 'hoe', 'cash', 'better']",1
"['way', 'subtweete', 'funny', 'ass', 'worried', 'dumb', 'bitch', 'hahaha', 'stop', 'cheat']",1
"['pumpkin', 'trashy', 'cheater', 'good', 'white', 'hoe', 'find', 'eater', 'sloot', 'trash']",1
"['niggas', 'good', 'cheating', 'hoe', 'cheat', 'everyday', 'nut', 'woman', 'alternate', 'simply']",1
"['check', 'hoe']",1
"['check', 'niggaz', 'slutty', 'fat', 'thirst', 'friend', 'girl', 'pic', 'instagram', 'pussy']",1
"['cheeky', 'rooster', 'crow', 'thought']",0
"['charlie', 'cheer']",0
"['flask', 'lady', 'cheers', 'grabs', 'chug', 'younnnnng', 'foreverrrr', 'young']",0
"['bitch', 'fuxk', 'chupacabra', 'look', 'cheese']",1
"['poster', 'fat', 'boy', 'honey', 'oreos', 'monstrous', 'right', 'bbq', 'skinny', 'glass', 'cheez', 'lay']",0
"['chicago', 'hoe', 'lipstick', 'love', 'pink']",1
"['niggas', 'chicago', 'mfa', 'bitch', 'tryna', 'tell']",1
"['ammendment', 'anti', 'chick', 'bitch', 'gay', 'fil', 'right']",1
"['diploma', 'niggas', 'chick', 'get', 'hoe', 'damn', 'edge', 'man']",1
"['fit', 'lady', 'talkin', 'like', 'mad', 'chick', 'wear', 'hoe', 'tweetin', 'lol', 'shoe', 'specific', 'sorry']",1
"['ugly', 'cause', 'like', 'chick', 'prolly', 'dad', 'life', 'faggot', 'love', 'look', 'hipster']",1
"['claim', 'wrong', 'dogshit', 'fan', 'one', 'quarterback', 'smith', 'chief', 'alex', 'take', 'trash']",1
"['president', 'ban', 'bitch', 'gotcha', 'america', 'chill', 'imma', 'panic', 'henny', 'day', 'negro']",1
"['chill', 'love', 'bitch']",1
"['thirst', 'chick', 'bitch', 'right', 'hoe', 'chill', 'real']",1
"['sick', 'ass', 'fake', 'chill', 'lol', 'bougie', 'coon']",1
"['ass', 'feel', 'hood', 'retarded', 'chillin', 'homegirl', 'home']",1
"['wit', 'bitch', 'tonight', 'hesitate', 'chillin']",1
"['main', 'chillin', 'becky', 'hoe']",1
"['twinkie', 'time', 'choate', 'lol', 'cardinal', 'choke', 'bet', 'damn']",1
"['chocolate', 'cake', 'trash']",1
"['play', 'like', 'horse', 'porsche', 'chop', 'bitch', 'extendo', 'headless', 'long', 'jordan', 'ball', 'court', 'cord', 'extension']",1
"['like', 'chris', 'bout', 'bosh', 'faggot', 'smh', 'disgrace', 'real', 'trophy']",1
"['brown', 'chris', 'bitch', 'lmao', 'bruh']",1
"['lmfao', 'paul', 'chris', 'trash']",0
"['faggot', 'chris']",1
"['danny', 'chris', 'night', 'bitch', 'bosh', 'green']",1
"['away', 'bitch', 'skinny', 'ball', 'pit', 'amp', 'wtf', 'take', 'kid', 'cheese', 'chuck', 'man']",1
"['kinda', 'ghetto', 'ashanti', 'ciara']",0
"['break', 'charlie', 'murphy', 'like', 'world', 'glow', 'lol', 'wtf', 'cigarette', 'real', 'eye', 'madd']",1
"['citi', 'field', 'bitch']",1
"['build', 'skyscraper', 'light', 'highway', 'blue', 'city', 'yellow']",0
"['break', 'claim', 'boss', 'bitch', 'lil']",1
"['clan', 'retards']",1
"['family', 'shit', 'actual', 'poor', 'rich', 'classy', 'drug', 'ghetto', 'look', 'tryina', 'education', 'kid', 'outta']",1
"['get', 'cleanup', 'bitch', 'phone']",1
"['clearly', 'afraid', 'bird']",0
"['cleveland', 'brown', 'use', 'wit', 'manziel', 'team', 'good', 'nice', 'offense', 'redskin', 'honestly', 'amp', 'def']",0
"['picture', 'good', 'close', 'bitch', 'girl', 'let', 'thousand', 'worth', 'eye', 'world', 'paint']",1
"['nigg', 'people', 'friend', 'say', 'cloud', 'nig', 'jen', 'phrase', 'dam', 'take', 'steal', 'stay']",1
"['ass', 'clown', 'nigguh']",1
"['ass', 'clowney', 'team', 'nigga', 'bitch']",1
"['cmon', 'yellow', 'need', 'wilson']",0
"['ogd', 'spare', 'bitch', 'cnt', 'trust']",1
"['slappin', 'cock', 'bitch']",1
"['tooth', 'stick', 'suckin', 'bitch', 'cocky', 'thumb']",1
"['time', 'cocoa', 'bitch', 'puff']",1
"['dollah', 'luki', 'franc', 'ridah', 'nigga', 'code', 'slience', 'ceddy', 'dre', 'quan', 'free', 'pussy']",1
"['white', 'bitch', 'coke']",1
"['mad', 'water', 'bitch', 'extend', 'drag', 'sanders', 'son', 'col', 'goddamn']",1
"['twat', 'actually', 'work', 'stop', 'thank', 'comcast']",1
"['come', 'hoe']",1
"['brothas', 'moc', 'come', 'like', 'difference', 'bitch', 'culture', 'plz']",1
"['come', 'catfish', 'pussy']",1
"['come', 'sloppy', 'bitch', 'toppy', 'lil', 'want']",1
"['twinkie', 'come', 'bottle', 'bestroommateever', 'work', 'wine', 'bridesmaid', 'home']",0
"['break', 'come', 'tank', 'dem', 'hoe', 'back']",1
"['come', 'good', 'know', 'chill', 'oreo', 'nah', 'need', 'man']",0
"['come', 'nigger', 'love', 'popeye', 'chicken']",1
"['ass', 'come', 'mouth', 'pussy']",1
"['come', 'queen', 'bitch', 'keyshia', 'thots']",1
"['comin', 'fat', 'bitch']",1
"['guy', 'buddy', 'port', 'commentator', 'fault', 'bitch', 'bird', 'slide']",1
"['pretty', 'hoe', 'topic', 'idgaf', 'completely']",1
"['monkey', 'maybe', 'obrien', 'life', 'food', 'conan', 'need', 'million']",0
"['way', 'strange', 'confident', 'pussy']",1
"['way', 'circumstance', 'virgo', 'high', 'confusing']",0
"['ugly', 'year', 'bad', 'bitch', 'congrat', 'old', 'cunt']",1
"['like', 'stick', 'bitch', 'american', 'congratulation', 'materialistic']",1
"['puedo', 'tus', 'ojos', 'ahora', 'ellos', 'vivir', 'sin', 'que', 'negros', 'conoc']",0
"['control', 'hoes']",1
"['drive', 'boyfriend', 'control', 'half', 'hour', 'repeat', 'bitch', 'single', 'aux', 'bet', 'song', 'cord', 'home']",1
"['wifey', 'fuck', 'actually', 'nude', 'breakfast', 'cook', 'status', 'amp', 'nip', 'grease', 'burn']",1
"['thing', 'hour', 'right', 'cool', 'thousand', 'space', 'traveling', 'myriad', 'fun', 'ponder', 'trash', 'mile']",0
"['plate', 'spaghetti', 'hoe', 'smh', 'love', 'salad', 'coon', 'put', 'fucking']",1
"['like', 'yuck', 'beer', 'coors', 'light', 'trash']",0
"['corey', 'trash']",1
"['correction', 'sky', 'death', 'scared', 'yellow']",0
"['correction', 'bitch', 'go', 'hoe', 'random', 'house', 'classy', 'deal', 'better', 'momma', 'home', 'bring']",1
"['buy', 'vegas', 'get', 'follower', 'cost', 'miss', 'opportunity', 'pussy']",1
"['coulda', 'fckd', 'bitch']",1
"['bitch', 'care']",1
"['nigga', 'hoe', 'pull', 'wet', 'dream']",1
"['count', 'sleep', 'bitch', 'money']",1
"['word', 'country', 'day', 'yokel', 'bumpkin']",0
"['rap', 'shit', 'country', 'beer', 'gun', 'bitch', 'basic', 'talk', 'music', 'car', 'truck', 'drug', 'lol', 'woman', 'repetitively']",1
"['fuck', 'cousin', 'bitch', 'look', 'hope']",1
"['cowboy', 'shit', 'time', 'good', 'get', 'faggot', 'nfc']",1
"['crack', 'cocaine', 'steal', 'bitch']",1
"['craig', 'fire', 'shit', 'hoe']",1
"['good', 'crangrape', 'pussy']",1
"['hank', 'crank', 'hood', 'drink', 'redneck', 'sit', 'little']",1
"['brownie', 'crave']",0
"['ass', 'act', 'crazy', 'ghetto', 'crack', 'mean', 'ratchet']",1
"['crazy', 'bitch', 'buckcherry']",1
"['stick', 'bitch', 'death', 'head', 'creep']",1
"['catch', 'cheating', 'bitch', 'creep', 'hope']",1
"['neck', 'ass', 'nigguh', 'crew']",1
"['underage', 'way', 'like', 'short', 'waiste', 'lmfao', 'crop', 'high', 'look', 'cunt']",1
"['charlie', 'comment', 'sheen', 'blood', 'big', 'amp', 'tiger', 'recent', 'douchebag', 'cruise']",1
"['cruisin', 'street', 'round', 'slappin', 'bitch', 'hoe', 'jockin']",1
"['rape', 'walmart', 'cupcake', 'ahead', 'shit', 'sell', 'admit', 'faggot', 'kart', 'tight', 'butt', 'cruise']",1
"['like', 'name', 'g20', 'americans', 'bitch', 'cry', 'amp', 'crybaby', '0bama']",1
"['get', 'crystal', 'hoe']",1
"['bad', 'cuffin', 'everybody', 'go', 'hoe', 'laugh', 'smash', 'gettin', 'cuz', 'prolly', 'man']",1
"['cuffing', 'solo', 'relationship', 'hoe', 'finger', 'let', 'stay', 'ring']",1
"['finna', 'fallseven', 'cuh', 'bitch', 'smash', 'scrum', 'distonga', 'rugby', 'niniwubbsme']",1
['cunt'],1
"['curly', 'need', 'bitch', 'girl']",1
"['current', 'ass', 'break', 'emotion', 'bitch']",1
"['word', 'currently', 'hit', 'jig']",0
"['currently', 'march', 'bitch', 'listen', 'imperial', 'slash', 'prepare', 'play', 'traditionally']",1
"['currently', 'wish', 'bitch', 'sit']",1
"['licker', 'currently', 'twat', 'sup']",1
"['curse', 'avi', 'fag', 'coke']",1
"['cus', 'hoe']",1
"['fat', 'day', 'redneck', 'cuss', 'yolo']",1
"['customer', 'bitch', 'service', 'new', 'open', 'leave', 'business', 'account', 'need', 'fxck']",1
"['customer', 'like', 'understand', 'say', 'bitch', 'tryna', 'act']",1
"['like', 'bitch', 'cut', 'dese', 'hibachi']",1
"['bitch', 'cut']",1
"['niggas', 'friend', 'bitch', 'pretend', 'cut']",1
"['ion', 'right', 'hoe', 'know', 'girl', 'believe', 'cut', 'need']",1
"['fuck', 'tiight', 'get', 'cock', 'japanese', 'suck', 'teen', 'cute', 'pussy']",1
"['ass', 'niggah', 'cute']",1
"['guy', 'walk', 'flipping', 'buff', 'open', 'mouth', 'cute', 'retard']",1
"['dumb', 'cute', 'trash', 'female']",0
"['get', 'cum', 'flood', 'teen', 'cute', 'pussy']",1
"['retarded', 'cutler', 'quadriplegic', 'skill']",1
"['trash', 'jail', 'say', 'cuz', 'need', 'bash']",0
"['cuz', 'hoe', 'killin']",1
"['man', 'cuz', 'need', 'pussy']",1
"['bad', 'wanna', 'hoe', 'save', 'cuz']",1
"['cuz', 'hoe']",1
"['buy', 'rent', 'bag', 'sex', 'hoe', 'exchange', 'fair', 'dude', 'cuz', 'pay']",1
"['knock', 'dcc', 'bitch', 'grass']",1
"['jeter', 'clapclapclap', 'derek', 'yankees', 'clap']",0
"['gop', 'dth', 'threat', 'sellout', 'diversity', 'ass', 'chcgo', 'ovr', 'pstr', 'flood', 'endorsement', 'candidate', 'tom', 'gger', 'blck', 'uncle']",1
"['funny', 'dress', 'hell', 'dmv', 'nigguh']",1
"['heidi', 'fag', 'pass']",1
"['fund', 'barrybond', 'giant', 'faggot', 'drug', 'lose', 'bet', 'worldseriesgame6', 'ask', 'hedge']",0
"['smellin', 'porta', 'like', 'mouf', 'mustang', 'bitch', 'field', 'potty']",1
['fuq'],1
"['house', 'door', 'sell', 'honkies']",1
"['daaamn', 'way', 'ass', 'nigga', 'right', 'hoe', 'old', 'wiz', 'look', 'lmao', 'cover', 'face']",1
"['dab', 'nigguh']",1
"['buy', 'shake', 'dad', 'lovehim', 'brownie']",0
"['trash', 'like', 'go', 'dad', 'eegee', 'home', 'bring', 'watermelon']",0
"['call', 'hopper', 'border', 'dad']",0
"['like', 'bout', 'fry', 'dad', 'nigger', 'yell', 'chicken']",1
"['son', 'smoke', 'dad', 'cry', 'faggot', 'weed', 'red', 'eye', 'lie']",1
"['bad', 'daddy', 'bitch', 'cracker']",1
"['floppy', 'dafuq', 'bird']",0
"['fuck', 'pleasure', 'get', 'cock', 'nagore', 'suck', 'daiya', 'pussy']",1
"['dallas', 'hoe']",0
"['snitch', 'get', 'niggah', 'dam', 'hope']",1
"['niggah', 'ecstasy', 'dam', 'trippin']",1
"['actually', 'kinda', 'honestly', 'damn', 'threesome', 'trash', 'man']",1
"['wake', 'nigger', 'music', 'morning', 'school', 'amp', 'damn']",1
"['charlie', 'wilson', 'damn']",0
"['like', 'shit', 'argue', 'hate', 'bitch', 'damn']",1
"['like', 'shit', 'argue', 'hate', 'bitch', 'damn']",1
"['redskin', 'lose', 'damn', 'think']",0
"['use', 'ronda', 'far', 'fan', 'tuf', 'big', 'damn', 'cunt']",1
"['platter', 'get', 'sum', 'eat', 'teamfluffnevabluff', 'fresh', 'mood', 'damn', 'pussy']",1
"['play', 'like', 'royals', 'sound', 'chill', 'joe', 'damn', 'make', 'greinke', 'buck', 'trash']",0
"['man', 'kaepernick', 'damn', 'trash']",1
"['junk', 'see', 'redd', 'hoe', 'karlie', 'damn', 'man']",1
"['say', 'bitch', 'bird', 'attack', 'damn', 'heart', 'give', 'nearly']",1
"['get', 'bitch', 'damn', 'bootay']",1
"['thnx', 'bitch', 'damn']",1
"['touch', 'phone', 'bitch', 'nosey', 'damn']",1
"['crib', 'shit', 'get', 'hoe', 'hungry', 'eat', 'damn', 'bro', 'fuckkkk']",1
"['change', 'damn', 'niccas']",1
"['porch', 'monkey', 'girl', 'damn']",1
"['ugly', 'say', 'hoe', 'hello', 'damn', 'kitty', 'goodbye']",1
"['guilt', 'feel', 'internal', 'wake', 'splurge', 'nosleep', 'lead', 'chunky', 'cheerios', 'damn', 'clock', 'alarm', 'treadmill', '35am', 'gym']",0
"['colored', 'cold', 'damn', 'man']",0
"['ass', 'like', 'picture', 'longer', 'bitch', 'lol', 'damn', 'stare', 'weird']",1
"['great', 'shooting', 'wake', 'gun', 'outside', 'go', 'tonight', 'sleep', 'work', 'redneck', 'thank', 'damn', 'kid']",1
"['right', 'clutch', 'oreo', 'damn', 'fucking']",1
"['dumb', 'bitch', 'damn']",1
"['bad', 'mad', 'thing', 'hoe', 'damn', 'day', 'hit', 'have']",1
"['toughen', 'like', 'acl', 'bitch', 'act', 'lol', 'tear', 'damn', 'bron']",1
"['crazy', 'bitch', 'damn']",1
"['nasty', 'lol', 'bitch', 'damn']",1
"['shin', 'light', 'bud', 'ciroc', 'rock', 'damn', 'platinum']",0
"['time', 'know', 'dude', 'damn', 'negro', 'angry']",1
"['hoe', 'damn']",1
"['shit', 'bird', 'car', 'damn', 'stay']",1
"['fuck', 'eagle', 'bout', 'bitch', 'redskin', 'let', 'lol', 'censor', 'damn', 'httr', 'burn']",1
"['bitch', 'payback', 'damn']",1
"['like', 'dani', 'pull', 'faggot', 'look', 'neymar', 'hairstyle', 'alves']",1
"['daniel', 'cow', 'hoe', 'jackson', 'lol', 'live', 'city', 'down', 'tipping']",0
"['brown', 'danny', 'bird', 'music', 'dude', 'better', 'od', 'fuckin']",1
"['danny', 'chris', 'allow', 'cunt', 'public']",1
"['family', 'dijonay', 'hair', 'blonde', 'bitch', 'girl', 'skinned', 'dark', 'stop', 'rock', 'proud', 'need']",1
"['wit', 'get', 'darkie', 'chill', 'dgaf', 'outfit', '4thofjulyfly', 'yellow', 'man']",0
"['bitch', 'thot']",1
"['get', 'pee', 'bitch', 'lay']",1
"['bitch', 'cheek', 'noo']",1
"['roll', 'honor', 'mouth', 'bitch']",1
"['lls', 'bitch', 'wild', 'shit']",1
"['bad', 'color', 'thing', 'fight', 'bout', 'vite', 'partay', 'victory', 'day', 'bring']",0
"['smelt', 'like', 'period', 'hoe']",1
"['jordan', 'cleats', 'nicca']",1
"['paper', 'nicca', 'fuwop', 'booth']",1
"['come', 'date', 'know', 'defend', 'felonsplease', 'thug', 'pussy']",1
"['darnell', 'attraction', 'like', 'date', 'fatal', 'bitch', 'lol', 'brandy']",1
"['wit', 'dats', 'argue', 'bitch', 'lol', 'dese']",1
"['rick', 'ass', 'beast', 'whoop', 'bitch', 'james', 'chappelle', 'turn', 'wish', 'tell', 'dave']",1
"['david', 'heismybitch', 'bitch']",1
"['david', 'bitch']",1
"['ass', 'dawg', 'hoe']",1
"['oriental', 'flavor', 'noodle', 'hard', 'lmfaoo', 'coon', 'smh', 'fuckin', 'dawg']",1
"['night', 'thursday', 'game', 'dawg', 'trash', 'man']",0
"['fuck', 'fashion', 'action', 'worried', 'bout', 'bitch', 'happen', 'miss', 'dawg']",1
"['jim', 'total', 'hopefully', 'bitch', 'juan', 'week', 'day', 'mode']",1
"['mf', 'pissy', 'gyp', 'shyt', 'wipe', 'go', 'diaper', 'grrrrrr', 'thinking', 'dayum', 'face']",1
"['wife', 'time', 'casino', 'niro', 'big', 'george', 'blow', 'second', 'cunt', 'mother']",1
"['shit', 'bitch', 'talk', 'stupid', 'dead']",1
"['deandre', 'bang', 'bitch', 'jordan']",1
"['word', 'dear', 'moral', 'value', 'slope', 'pretty', 'fornication', 'let', 'perpetual', 'shack', 'god', 'forgive']",0
"['niggaz', 'dear', 'fob', 'polynesian', 'speak', 'utah', 'act', 'stop', 'ghetto', 'black']",1
"['dear', 'karmas', 'bitch', 'von', 'miller']",1
"['dear', 'grumpy', 'personal', 'bitch', 'gibson', 'hear', 'life', 'want']",1
"['fuck', 'phone', 'dear', 'train', 'inconsiderate', 'right', 'know', 'option', 'speaker', 'ghetto']",1
"['ugly', 'dear', 'hard', 'hoe', 'stop', 'play', 'want']",1
"['ass', 'dear', 'leg', 'shake', 'like', 'rap', 'open', 'shitty', 'whore', 'video', 'dance', 'tell']",1
"['wednesday', 'uninformed', 'low', 'night', 'gay', 'girl', 'redneck', 'debate', 'feminism', 'fun', 'idea', 'professor']",0
"['decent', 'ichiro', 'proven', 'trade', 'veteran', 'prospect', 'yankees']",0
"['dedication', 'hoe']",1
"['fuck', 'gordon', 'get', 'bitch', 'status', 'sbs', 'dee']",1
"['beavi', 'mentally', 'deedee', 'cartoon', 'timmy', 'sheen', 'dad', 'retarded', 'griffin', 'list', 'patrick', 'amp', 'peter', 'butthead', 'character']",1
"['kill', 'meech', 'see', 'fat', 'deez', 'lock', 'lmfao', 'hoe', 'crack']",1
"['actin', 'deez', 'hoe']",1
"['fuck', 'ass', 'niggas', 'deez', 'buss', 'pussy']",1
"['ape', 'go', 'tonight', 'new', 'planet', 'defiantly']",0
"['define', 'wigga']",0
"['bitch', 'deion']",1
"['dekalb', 'hoe', 'police']",1
"['ass', 'nigga', 'bitch', 'redskin', 'delete', 'beat', 'fucking']",1
"['bruno', 'cop', 'mars', 'mind', 'delete', 'lmao', 'debarge', 'nicca', 'blow']",1
"['lgbt', 'marriage', 'gay', 'gaymarriage', 'think', 'stop', 'wisconsin', 'ssm', 'teaparty', 'teabagger', 'delusional']",0
"['dem', 'dougie', 'peep', 'hoe']",1
"['fuck', 'dem', 'nigga', 'hoe', 'retire', 'new', 'woman', 'black', 'widow', 'race']",1
"['niccas', 'quick', 'dem', 'run', 'play']",1
"['play', 'killer', 'denzel', 'thang', 'shit', 'boy', 'ready', 'movie', 'bitch', 'new', 'oml', 'swear', 'outta']",1
"['takin', 'bitch', 'denzie', 'boutta', 'erry', 'body']",1
"['des', 'silly', 'hoe', 'goose']",1
"['way', 'time', 'des', 'hoe', 'popcorn', 'mannn']",1
"['like', 'loyal', 'bitch', 'hoe', 'actin', 'dese', 'oscar']",1
"['niggaz', 'guala', 'shit', 'dese']",1
"['fit', 'belt', 'designer', 'trash']",0
"['despite', 'zebra', 'flopper', 'special', 'rocket', 'jersey', 'red', 'portland', 'beat', 'shore']",0
"['anthem', 'destiny', 'bitch', 'song', 'child', 'insecure']",1
"['detroit', 'bitch', 'lions']",1
"['good', 'detroit', 'nicca']",1
"['devin', 'bitch', 'hester']",1
"['wrong', 'give', 'dey', 'nicca', 'money']",1
"['dope', 'bitch', 'car', 'dey', 'searchin', 'cus', 'lockdown']",1
"['away', 'color', 'blvd', 'street', 'rename', 'dem', 'main', 'mlk', 'scare', 'dey', 'want', 'folk', 'tell']",0
"['cause', 'like', 'bitch', 'dez', 'cake', 'play', 'bryant']",1
"['baby', 'nigga', 'bitch', 'cpr', 'perfect', 'kiss', 'dhugga']",1
"['galore', 'ban', 'pot', 'colorado', 'diabetes', 'recommend', 'brownie', 'health', 'official']",0
"['faithful', 'start', 'bitch', 'game', 'dick', 'cheat']",1
"['ugly', 'hoe', 'find', 'tryna', 'dick', 'little']",1
"['nasty', 'fuck', 'leg', 'dog', 'get', 'white', 'bitch', 'lick']",1
"['hulkamania', 'leg', 'rope', 'bitch', 'miguel', 'drop']",1
"['use', 'powder', 'power', 'girl', 'puff', 'retarded', 'refer', 'parent', 'exceptionally']",0
"['cut', 'cunt', 'tasty']",1
"['wayne', 'chung', 'bitch']",1
"['darkie', 'mulatta', 'refer']",1
"['big', 'hoe', 'retweet']",1
"['janet', 'uncletweet', 'bird', 'italian', 'calzone']",0
"['floor', 'badge', 'people', 'go', 'bitch', 'white', 'change', 'ask', 'building']",1
"['boat', 'good', 'friend', 'hoe', 'probably', 'love']",1
"['niggas', 'hear', 'redneck', 'bundy', 'play']",1
"['bitch', 'salmon', 'punk', 'cream', 'cheese']",1
"['snowboard', 'thing', 'slope', 'excited', 'morning', 'today', 'hit', 'lesson']",0
"['bitch', 'know', 'alberta', 'flourish', 'brampton']",1
"['filthiest', 'time', 'bitch', 'hoe', 'die', 'thank', 'twice']",1
"['shit', 'quick', 'veggie', 'bitch', 'eat', 'alcoholic', 'diet', 'tipsy']",1
"['nigger', 'tupac', 'niggas', 'difference']",1
"['trash', 'sagittarius', 'ding']",0
"['annually', 'hurt', 'dino', 'mind', 'rare', 'form', 'hoe', 'smh', 'business', 'webb']",1
"['dirty', 'hoe']",1
"['counter', 'dirty', 'pop', 'bitch']",1
"['sexy', 'bitch', 'dis']",1
"['snd', 'like', 'nude', 'floatin', 'bitch', 'dis', 'wizard', 'lol', 'couch', 'wtf']",1
"['fuck', 'blowin', 'bitch', 'dis', 'man']",1
"['break', 'bitch', 'dis']",1
"['get', 'bitch', 'dis', 'sandal', 'flintstone']",1
"['tragic', 'broad', 'give', 'dis', 'video', 'dome', 'nicca', 'sis', 'tag']",1
"['dingule', 'nose', 'get', 'hoe', 'dis']",1
"['violent', 'hoe', 'dis', 'lottery', 'ticket']",1
